saved_filename,frame_index,timestamp,x1,y1,x2,y2,source_video
plate_20251017_102428_67.jpg,94,20251017_102428,2101,1311,2358,1604,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102428_68.jpg,97,20251017_102428,2084,1771,2227,2081,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102428_69.jpg,97,20251017_102428,48,991,1199,1573,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102428_70.jpg,97,20251017_102428,114,1076,465,1192,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_71.jpg,100,20251017_102429,291,1484,788,1895,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_72.jpg,103,20251017_102429,1713,823,1794,930,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_73.jpg,106,20251017_102429,2462,1590,3030,2160,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_74.jpg,106,20251017_102429,798,1705,941,2029,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_75.jpg,106,20251017_102429,1425,808,1528,892,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_76.jpg,109,20251017_102429,1448,1103,1524,1247,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_77.jpg,109,20251017_102429,2161,1345,2442,1722,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_78.jpg,109,20251017_102429,3193,1125,3273,1325,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_79.jpg,112,20251017_102429,317,967,1283,1512,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_80.jpg,112,20251017_102429,2045,1845,2393,2118,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_81.jpg,118,20251017_102429,2032,941,2110,1002,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_82.jpg,121,20251017_102429,2514,1654,3137,2160,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_83.jpg,121,20251017_102429,720,1860,1470,2154,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_84.jpg,121,20251017_102429,757,1706,880,2020,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_85.jpg,121,20251017_102429,61,1135,367,1328,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_86.jpg,121,20251017_102429,1436,803,1532,881,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_87.jpg,124,20251017_102429,2206,1410,2507,1781,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_88.jpg,124,20251017_102429,1469,1074,1538,1202,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_89.jpg,127,20251017_102429,496,936,1366,1460,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_90.jpg,127,20251017_102429,2158,1773,2304,2087,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_91.jpg,127,20251017_102429,293,1099,504,1249,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_92.jpg,127,20251017_102429,321,1499,810,1933,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_93.jpg,133,20251017_102429,2042,943,2124,1001,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_94.jpg,136,20251017_102429,848,1770,1513,2158,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_95.jpg,136,20251017_102429,709,1685,847,2025,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_96.jpg,136,20251017_102429,2570,1719,3213,2160,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_97.jpg,136,20251017_102429,73,1149,367,1331,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102429_98.jpg,136,20251017_102429,1689,894,1769,1009,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_99.jpg,139,20251017_102430,1469,1019,1531,1154,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_100.jpg,139,20251017_102430,2251,1457,2587,1849,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_101.jpg,142,20251017_102430,678,929,1403,1392,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_102.jpg,142,20251017_102430,287,1100,507,1250,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_103.jpg,142,20251017_102430,3197,1124,3283,1335,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_104.jpg,142,20251017_102430,1418,784,1527,878,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_105.jpg,142,20251017_102430,2166,1781,2316,2103,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_106.jpg,148,20251017_102430,2050,942,2121,1006,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_107.jpg,151,20251017_102430,2642,1793,3293,2160,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_108.jpg,151,20251017_102430,690,1636,809,1977,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_109.jpg,151,20251017_102430,965,1678,1518,2141,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_110.jpg,151,20251017_102430,62,1147,376,1340,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_111.jpg,154,20251017_102430,2298,1500,2668,1941,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_112.jpg,154,20251017_102430,1473,977,1523,1095,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_113.jpg,157,20251017_102430,831,893,1442,1323,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_114.jpg,157,20251017_102430,292,1094,516,1249,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_115.jpg,157,20251017_102430,1694,904,1802,1041,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_116.jpg,157,20251017_102430,2211,1781,2339,2071,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_117.jpg,160,20251017_102430,1449,774,1530,851,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_118.jpg,166,20251017_102430,638,1624,793,1965,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_119.jpg,166,20251017_102430,2742,1860,3344,2154,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_120.jpg,166,20251017_102430,1077,1596,1504,1998,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_121.jpg,169,20251017_102430,2363,1538,2769,2011,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_122.jpg,169,20251017_102430,2057,942,2121,1002,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_123.jpg,172,20251017_102430,951,871,1469,1282,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_124.jpg,172,20251017_102430,2212,1761,2354,2074,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_125.jpg,172,20251017_102430,1705,909,1828,1050,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_126.jpg,175,20251017_102430,0,1155,403,1346,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_127.jpg,175,20251017_102430,3225,1124,3308,1330,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102430_128.jpg,175,20251017_102430,260,1096,519,1246,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_129.jpg,181,20251017_102431,646,1596,772,1925,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_130.jpg,181,20251017_102431,2849,1957,3428,2158,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_131.jpg,181,20251017_102431,1135,1512,1505,1877,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_132.jpg,181,20251017_102431,1459,772,1541,831,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_133.jpg,184,20251017_102431,2439,1581,2884,2078,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_134.jpg,187,20251017_102431,1063,844,1503,1244,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_135.jpg,187,20251017_102431,2227,1759,2362,2080,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_136.jpg,187,20251017_102431,1723,906,1862,1076,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_137.jpg,190,20251017_102431,0,1140,423,1338,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_138.jpg,190,20251017_102431,323,1096,551,1240,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_139.jpg,193,20251017_102431,3240,1123,3328,1329,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_140.jpg,196,20251017_102431,644,1585,759,1874,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_141.jpg,196,20251017_102431,1192,1432,1525,1755,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_142.jpg,196,20251017_102431,3030,2055,3452,2157,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_143.jpg,199,20251017_102431,2529,1625,3023,2120,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_144.jpg,202,20251017_102431,2249,1750,2371,2068,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_145.jpg,202,20251017_102431,1757,935,1896,1103,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_146.jpg,202,20251017_102431,1140,831,1566,1200,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_147.jpg,205,20251017_102431,352,1096,569,1243,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_148.jpg,205,20251017_102431,2099,931,2170,998,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_149.jpg,205,20251017_102431,0,1150,447,1338,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_150.jpg,211,20251017_102431,646,1591,737,1846,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_151.jpg,211,20251017_102431,1232,1372,1544,1657,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_152.jpg,214,20251017_102431,2627,1669,3170,2147,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_153.jpg,217,20251017_102431,2185,1834,2564,2102,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_154.jpg,217,20251017_102431,1787,957,1928,1118,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_155.jpg,217,20251017_102431,1207,820,1581,1158,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102431_156.jpg,220,20251017_102431,9,1143,457,1338,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_157.jpg,226,20251017_102432,632,1611,736,1828,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_158.jpg,226,20251017_102432,338,1099,571,1244,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_159.jpg,229,20251017_102432,1783,904,1914,995,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_160.jpg,232,20251017_102432,2345,1761,2473,2069,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_161.jpg,232,20251017_102432,2758,1757,3333,2139,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_162.jpg,232,20251017_102432,3283,1116,3352,1312,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_163.jpg,235,20251017_102432,1799,1000,1961,1165,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_164.jpg,235,20251017_102432,1277,1271,1539,1534,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_165.jpg,241,20251017_102432,353,1097,571,1248,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_166.jpg,241,20251017_102432,2,1160,457,1343,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_167.jpg,241,20251017_102432,629,1612,737,1810,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_168.jpg,247,20251017_102432,2354,1861,2765,2106,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_169.jpg,250,20251017_102432,1286,1224,1535,1452,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_170.jpg,250,20251017_102432,1820,1036,1985,1201,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_171.jpg,253,20251017_102432,1279,804,1565,1104,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_172.jpg,256,20251017_102432,344,1103,562,1249,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_173.jpg,256,20251017_102432,3242,1111,3342,1323,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_174.jpg,259,20251017_102432,1821,941,1968,1059,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_175.jpg,259,20251017_102432,597,1612,717,1885,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_176.jpg,262,20251017_102432,2482,1897,2916,2111,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_177.jpg,262,20251017_102432,0,1147,436,1346,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_178.jpg,265,20251017_102432,1838,1074,2008,1249,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_179.jpg,268,20251017_102432,1299,789,1552,1085,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_180.jpg,271,20251017_102432,341,1102,550,1248,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102432_181.jpg,271,20251017_102432,3231,1109,3333,1318,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_182.jpg,274,20251017_102433,559,1653,698,1973,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_183.jpg,274,20251017_102433,1287,1144,1516,1363,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_184.jpg,274,20251017_102433,149,1448,250,1792,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_185.jpg,277,20251017_102433,2640,1810,3040,2120,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_186.jpg,277,20251017_102433,0,1159,424,1353,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_187.jpg,280,20251017_102433,1857,1122,2035,1321,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_188.jpg,280,20251017_102433,1867,956,2046,1111,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_189.jpg,283,20251017_102433,624,1875,807,2112,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_190.jpg,283,20251017_102433,1316,779,1548,1055,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_191.jpg,286,20251017_102433,336,1110,544,1250,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_192.jpg,289,20251017_102433,529,1674,682,2004,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_193.jpg,289,20251017_102433,1293,1106,1507,1319,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_194.jpg,289,20251017_102433,3223,1120,3324,1319,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_195.jpg,289,20251017_102433,810,1370,1540,2121,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_196.jpg,292,20251017_102433,134,1161,410,1333,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_197.jpg,295,20251017_102433,1922,993,2135,1158,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_198.jpg,295,20251017_102433,2838,1867,3184,2124,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_199.jpg,295,20251017_102433,1853,1130,2083,1381,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_200.jpg,295,20251017_102433,755,1755,905,1944,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_201.jpg,298,20251017_102433,1334,771,1558,1038,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_202.jpg,301,20251017_102433,343,1109,549,1252,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_203.jpg,304,20251017_102433,498,1708,651,2044,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_204.jpg,304,20251017_102433,869,1336,1552,2036,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_205.jpg,304,20251017_102433,1319,1071,1517,1269,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_206.jpg,304,20251017_102433,3230,1108,3329,1320,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_207.jpg,307,20251017_102433,3072,1910,3244,2119,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_208.jpg,310,20251017_102433,2019,1038,2273,1215,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_209.jpg,310,20251017_102433,611,1945,790,2117,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_210.jpg,310,20251017_102433,0,1175,406,1356,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_211.jpg,310,20251017_102433,1893,1189,2127,1453,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_212.jpg,310,20251017_102433,1276,830,1366,930,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_213.jpg,310,20251017_102433,891,1615,972,1835,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_214.jpg,313,20251017_102433,1357,769,1568,1024,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102433_215.jpg,313,20251017_102433,2513,1040,2653,1138,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_216.jpg,319,20251017_102434,465,1747,616,2104,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_217.jpg,319,20251017_102434,354,1109,563,1259,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_218.jpg,319,20251017_102434,3244,1108,3347,1318,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_219.jpg,319,20251017_102434,1345,1051,1529,1222,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_220.jpg,325,20251017_102434,2146,1070,2466,1281,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_221.jpg,325,20251017_102434,947,1291,1578,1933,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_222.jpg,325,20251017_102434,743,1783,896,2108,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_223.jpg,328,20251017_102434,2520,1033,2659,1149,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_224.jpg,328,20251017_102434,1915,1165,2199,1561,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_225.jpg,328,20251017_102434,5,1178,453,1358,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_226.jpg,331,20251017_102434,1394,765,1563,1009,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_227.jpg,331,20251017_102434,3441,1974,3580,2119,C:\carnumberplate-main\video_20250910_105621.mp4
